self;other;geometry;edge;edge_correction
16470;16471;LINESTRING (130560.7396999998 5915297.4011, 130557.6544000003 5915322.4844);17747;
16287;15015;LINESTRING (130703.6162999999 5915114.0811, 130633.4340000004 5915103.4812);17927;
16286;16428;LINESTRING (130731.4987000003 5915116.5194, 130796.4839000003 5915123.54);17928;
16012;16017;LINESTRING (130740.1640999997 5914836.792, 130727.5855 5914914.1907);15435;
16006;16509;LINESTRING (130887.9696000004 5914885.6914, 130855.9148000004 5914881.4121);15436;
16008;16009;LINESTRING (130813.3263999997 5914849.8937, 130810.1281000003 5914876.0979);15437;
16007;16010;LINESTRING (130873.943 5914933.0469, 130802.7430999996 5914924.4144);15438;
16509;16009;LINESTRING (130855.9148000004 5914881.4121, 130810.1281000003 5914876.0979);15439;
16009;16010;LINESTRING (130810.1281000003 5914876.0979, 130802.7430999996 5914924.4144);15440;
16422;16011;LINESTRING (130763.9771999996 5914984.804, 130772.3764000004 5914920.2672);15441;
16469;16470;LINESTRING (130563.4699999997 5915276.0171, 130560.7396999998 5915297.4011);15725;
16434;16446;LINESTRING (130844.6304000001 5915129.1809, 130832.2846999997 5915224.6876);16678;
16436;16438;LINESTRING (130929.0639000004 5915142.6315, 130936.2248 5915189.3996);16679;
16506;16507;LINESTRING (130655.5273000002 5915202.8847, 130702.9391999999 5915208.8465);16107;
16449;16448;LINESTRING (130750.5453000003 5915214.4652, 130784.8501000004 5915218.4592);16108;
16448;16446;LINESTRING (130784.8501000004 5915218.4592, 130832.2846999997 5915224.6876);16109;
16017;16018;LINESTRING (130727.5855 5914914.1907, 130653.5433999998 5914904.1939);15445;
16010;16011;LINESTRING (130802.7430999996 5914924.4144, 130772.3764000004 5914920.2672);15443;
16011;16017;LINESTRING (130772.3764000004 5914920.2672, 130727.5855 5914914.1907);15444;
131099;16403;LINESTRING (130569.9368000003 5915192.4933, 130573.9423000002 5915192.9751);143239;
131098;13581;LINESTRING (130554.3739999998 5915322.4837, 130548.9634999996 5915366.3147);143240;
16471;131098;LINESTRING (130557.6544000003 5915322.4844, 130554.3739999998 5915322.4837);143241;
131099;131098;LINESTRING (130569.9368000003 5915192.4933, 130554.3739999998 5915322.4837);143242;
16018;16423;LINESTRING (130653.5433999998 5914904.1939, 130609.0450999998 5914897.1837);15043;
16019;16423;LINESTRING (130619.1500000004 5914832.123, 130609.0450999998 5914897.1837);15431;
16414;16413;LINESTRING (130692.8257999998 5914961.8299, 130618.1235999996 5914952.5971);14153;
16415;16411;LINESTRING (130669.2074999996 5915008.5763, 130612.0992000001 5915001.4463);14156;
16447;16439;LINESTRING (130881.1869999999 5915232.6037, 130944.9008999998 5915241.5752);15145;
16444;126195;LINESTRING (131064.9775999999 5915259.7641, 130977.3957000002 5915246.475);15146;
16439;16440;LINESTRING (130944.9008999998 5915241.5752, 130969.0066999998 5915245.2021);15147;
126195;16440;LINESTRING (130977.3957000002 5915246.475, 130969.0066999998 5915245.2021);138126;
16015;16018;LINESTRING (130660.6278999997 5914856.1254, 130653.5433999998 5914904.1939);15432;
16421;16017;LINESTRING (130715.0438999999 5914995.3406, 130727.5855 5914914.1907);15442;
16020;16021;LINESTRING (130575.6235999996 5914816.4406, 130572.2900999999 5914842.0157);15430;
15735;15474;LINESTRING (130674.4530999996 5914337.6076, 130665.7744000005 5914371.204);14066;
15734;15735;LINESTRING (130683.6859999998 5914294.333, 130674.4530999996 5914337.6076);14067;
15734;15729;LINESTRING (130683.6859999998 5914294.333, 130624.4312000005 5914283.4482);14068;
15736;15734;LINESTRING (130690.4447999997 5914259.2326, 130683.6859999998 5914294.333);14069;
13113;13114;LINESTRING (130828.0347999996 5914594.4763, 130831.3015999999 5914572.7253);14150;
15714;15229;LINESTRING (130727.5440999996 5914429.1127, 130716.7033000002 5914480.5388);14998;
15229;15467;LINESTRING (130716.7033000002 5914480.5388, 130699.4325000001 5914558.2622);14999;
14956;14959;LINESTRING (130635.2461000001 5914069.0977, 130628.6278999997 5914119.7419);14196;
15747;15748;LINESTRING (130796.1654000003 5914084.9232, 130788.9594000001 5914124.5342);14199;
13016;13009;LINESTRING (131030.5285 5914605.3304, 131083.5681999996 5914581.6665);14310;
13007;13008;LINESTRING (130963.5882999999 5914549.37, 131041.8488999996 5914570.8995);14311;
13117;13118;LINESTRING (130884.9199999999 5914603.6637, 130894.7017000001 5914561.5769);14312;
13127;13126;LINESTRING (130912.523 5914595.9855, 130958.3822999997 5914607.7865);14313;
14957;14962;LINESTRING (130622.5055999998 5914165.3198, 130536.6955000004 5914153.3789);14315;
14960;14961;LINESTRING (130843.1442999998 5914127.407, 130843.0992000001 5914142.9533);14316;
14517;15741;LINESTRING (130859.0982999997 5914139.944, 130890.335 5914143.3398);14317;
13011;13009;LINESTRING (131127.1814999999 5914592.9192, 131083.5681999996 5914581.6665);14587;
13009;13008;LINESTRING (131083.5681999996 5914581.6665, 131041.8488999996 5914570.8995);14588;
13109;13110;LINESTRING (131050.4791000001 5914655.2736, 131001.4677999998 5914647.4137);14589;
13110;13128;LINESTRING (131001.4677999998 5914647.4137, 130904.5498000002 5914631.6652);14590;
13015;13110;LINESTRING (131065.5736999996 5914619.0667, 131001.4677999998 5914647.4137);14591;
13006;13124;LINESTRING (130997.8169999998 5914590.3699, 130992.9664000003 5914592.4662);14592;
13107;13006;LINESTRING (131014.0388000002 5914618.0778, 130997.8169999998 5914590.3699);14593;
13108;13125;LINESTRING (130986.9578999998 5914622.5434, 130976.8657 5914599.5726);14594;
13013;13011;LINESTRING (131091.3477999996 5914608.7645, 131127.1814999999 5914592.9192);14595;
13012;13013;LINESTRING (131104.2571999999 5914636.9993, 131091.3477999996 5914608.7645);14596;
13014;13013;LINESTRING (131085.9804999996 5914611.2892, 131091.3477999996 5914608.7645);14597;
14952;15749;LINESTRING (130664.6377999997 5914114.7013, 130709.1249000002 5914117.7846);14598;
15749;15748;LINESTRING (130709.1249000002 5914117.7846, 130788.9594000001 5914124.5342);14599;
14958;14953;LINESTRING (130704.6398 5914178.3428, 130778.0558000002 5914188.1132);14601;
15733;14958;LINESTRING (130638.1364000002 5914169.4322, 130704.6398 5914178.3428);14602;
14957;15733;LINESTRING (130622.5055999998 5914165.3198, 130638.1364000002 5914169.4322);14603;
14959;14957;LINESTRING (130628.6278999997 5914119.7419, 130622.5055999998 5914165.3198);14604;
13005;13111;LINESTRING (130807.7209999999 5914583.9459, 130803.0245000003 5914615.2157);14674;
13112;13114;LINESTRING (130819.1476999996 5914570.476, 130831.3015999999 5914572.7253);14538;
13114;13115;LINESTRING (130831.3015999999 5914572.7253, 130861.5562000005 5914578.1705);14539;
13119;13118;LINESTRING (130867.4670000002 5914554.5777, 130894.7017000001 5914561.5769);14540;
13118;13123;LINESTRING (130894.7017000001 5914561.5769, 130931.2588999998 5914570.813);14541;
13008;13006;LINESTRING (131041.8488999996 5914570.8995, 130997.8169999998 5914590.3699);14675;
13010;13011;LINESTRING (131172.1375000002 5914604.5199, 131127.1814999999 5914592.9192);14676;
15455;15456;LINESTRING (130679.1347000003 5914654.0377, 130663.3348000003 5914651.3825);14705;
15453;15455;LINESTRING (130783.8178000003 5914671.3741, 130780.0577999996 5914670.7514, 130686.2885999996 5914655.2224, 130679.1347000003 5914654.0377);14706;
15454;15453;LINESTRING (130779.2271999996 5914706.4656, 130783.8178000003 5914671.3741);14709;
15722;15453;LINESTRING (130789.4490999999 5914630.5648, 130783.8178000003 5914671.3741);14710;
15720;12766;LINESTRING (130802.7845000001 5914552.0006, 130792.3897000002 5914613.2408);14711;
15713;15720;LINESTRING (130818.0076000001 5914449.355, 130811.5680999998 5914492.7749, 130802.7845000001 5914552.0006);14712;
15716;15713;LINESTRING (130827.1520999996 5914412.1623, 130818.0076000001 5914449.355);14713;
13111;12766;LINESTRING (130803.0245000003 5914615.2157, 130793.5856999997 5914613.4629, 130792.3897000002 5914613.2408);14764;
13122;13123;LINESTRING (130938.1036999999 5914544.2141, 130931.2588999998 5914570.813);14765;
13121;13122;LINESTRING (130896.7819999997 5914533.5805, 130938.1036999999 5914544.2141);14766;
13120;13119;LINESTRING (130872.4594000001 5914526.9734, 130867.4670000002 5914554.5777);14767;
13116;13115;LINESTRING (130858.9842999997 5914596.724, 130861.5562000005 5914578.1705);14768;
13123;13124;LINESTRING (130931.2588999998 5914570.813, 130992.9664000003 5914592.4662);14381;
13124;13125;LINESTRING (130992.9664000003 5914592.4662, 130976.8657 5914599.5726);14382;
13125;13126;LINESTRING (130976.8657 5914599.5726, 130958.3822999997 5914607.7865);14383;
13126;13128;LINESTRING (130958.3822999997 5914607.7865, 130904.5498000002 5914631.6652);14384;
13128;13111;LINESTRING (130904.5498000002 5914631.6652, 130803.0245000003 5914615.2157);14385;
15742;15741;LINESTRING (130893.0394000001 5914131.2691, 130890.335 5914143.3398);13564;
14954;15739;LINESTRING (130770.2753999997 5914227.2701, 130768.1721999999 5914240.2381);13739;
14953;14954;LINESTRING (130778.0558000002 5914188.1132, 130770.2753999997 5914227.2701);13740;
15748;14953;LINESTRING (130788.9594000001 5914124.5342, 130778.0558000002 5914188.1132);13741;
15728;15462;LINESTRING (130617.9688999997 5914285.4173, 130606.3590000002 5914360.4934);13747;
16451;16444;LINESTRING (131052.9765999997 5915335.6728, 131064.9775999999 5915259.7641);15062;
15739;15737;LINESTRING (130768.1721999999 5914240.2381, 130762.1427999996 5914269.6952);13568;
15727;14533;LINESTRING (130629.9106000001 5914222.2146, 130625.4408999998 5914247.4835);13569;
15726;15727;LINESTRING (130528.2608000003 5914206.2917, 130629.9106000001 5914222.2146);13570;
15727;15733;LINESTRING (130629.9106000001 5914222.2146, 130638.1364000002 5914169.4322);13571;
15729;15728;LINESTRING (130624.4312000005 5914283.4482, 130617.9688999997 5914285.4173);13572;
15730;15728;LINESTRING (130514.8403000003 5914269.4224, 130617.9688999997 5914285.4173);13573;
15462;15474;LINESTRING (130606.3590000002 5914360.4934, 130665.7744000005 5914371.204);13462;
15473;15716;LINESTRING (130756.8732000003 5914390.6125, 130824.46 5914411.4685, 130825.0747999996 5914411.4787, 130827.1520999996 5914412.1623);13463;
15461;15714;LINESTRING (130737.2675000001 5914389.5675, 130727.5440999996 5914429.1127);13464;
15721;15453;LINESTRING (130813.8914999999 5914493.0746, 130793.5856999997 5914613.4629, 130783.8178000003 5914671.3741);14091;
15463;15462;LINESTRING (130498.9557999996 5914341.4706, 130606.3590000002 5914360.4934);14095;
15474;15461;LINESTRING (130665.7744000005 5914371.204, 130737.2675000001 5914389.5675);14096;
15461;15716;LINESTRING (130737.2675000001 5914389.5675, 130741.0711000003 5914390.5236, 130824.46 5914411.4685, 130827.1520999996 5914412.1623);14097;
15456;15457;LINESTRING (130663.3348000003 5914651.3825, 130526.0436000004 5914628.7259);14098;
14518;14519;LINESTRING (131114.4985999996 5914110.4888, 131077.9402000001 5914108.5927, 131007.8926999997 5914104.6349);13704;
14961;14517;LINESTRING (130843.0992000001 5914142.9533, 130859.0982999997 5914139.944);13705;
14515;16607;LINESTRING (130989.2461999999 5914140.15, 130941.1089000003 5914135.4937);13706;
14516;15742;LINESTRING (130925.6851000004 5914134.0018, 130893.0394000001 5914131.2691);13707;
14385;14632;LINESTRING (131525.8600000003 5914224.0465, 131431.3885000004 5914235.877);18062;
14631;14635;LINESTRING (131419.5932999998 5914169.2331, 131409.8732000003 5914101.7779);18064;
14633;14387;LINESTRING (131616.1008000001 5914210.1443, 131606.1405999996 5914137.4282);18065;
14632;14631;LINESTRING (131431.3885000004 5914235.877, 131419.5932999998 5914169.2331);18066;
14633;14385;LINESTRING (131616.1008000001 5914210.1443, 131525.8600000003 5914224.0465);18067;
14387;14634;LINESTRING (131606.1405999996 5914137.4282, 131594.1752000004 5914069.9621);18068;
14635;14636;LINESTRING (131409.8732000003 5914101.7779, 131379.7756000003 5914119.2756);18070;
14636;14637;LINESTRING (131379.7756000003 5914119.2756, 131272.1902000001 5914115.3907);18071;
16281;14506;LINESTRING (131447.9774000002 5914689.5829, 131420.7454000004 5914542.2781);18188;
14637;14638;LINESTRING (131272.1902000001 5914115.3907, 131161.6392000001 5914110.9596);18233;
14638;14518;LINESTRING (131161.6392000001 5914110.9596, 131114.4985999996 5914110.4888);18234;
13115;13119;LINESTRING (130861.5562000005 5914578.1705, 130867.4670000002 5914554.5777);18310;
16290;16291;LINESTRING (131153.7462999998 5915092.0693, 131069.0734000001 5915142.3014);18399;
15736;14958;LINESTRING (130690.4447999997 5914259.2326, 130704.6398 5914178.3428);17579;
13153;14518;LINESTRING (131114.7492000004 5914084.6789, 131114.4985999996 5914110.4888);17758;
14533;15728;LINESTRING (130625.4408999998 5914247.4835, 130617.9688999997 5914285.4173);16345;
15468;15714;LINESTRING (130804.0680999998 5914446.2971, 130749.4621000001 5914434.7849, 130731.9768000003 5914430.9064, 130727.5440999996 5914429.1127);16640;
16607;14516;LINESTRING (130941.1089000003 5914135.4937, 130925.6851000004 5914134.0018);18194;
16608;16607;LINESTRING (130940.534 5914162.8957, 130941.1089000003 5914135.4937);18195;
12766;15722;LINESTRING (130792.3897000002 5914613.2408, 130789.4490999999 5914630.5648);17155;
16016;16015;LINESTRING (130664.4864999996 5914829.4702, 130660.6278999997 5914856.1254);15882;
1000428;13209;LINESTRING (131607.2401000001 5913787.1379, 131642.8507000003 5914027.5537, 131675.9335000003 5914264.1731, 131622.5586999999 5914270.7091, 131627.1232000003 5914305.1558, 131413.1720000003 5914447.5819, 131408.1706999997 5914449.0131, 131403.2828000002 5914450.4119, 131360.5158000002 5914462.0143, 131307.2516000001 5914470.8211, 131305.5118000004 5914470.9203, 131264.2724000001 5914473.2721, 131247.6765999999 5914472.7199, 131102.9780999999 5914451.8111, 131026.6298000002 5914440.4804, 130848.5107000005 5914412.3354, 130837.1951000001 5914410.1595, 130825.2159000002 5914407.8561, 130824.46 5914411.4685, 130815.4461000003 5914453.5751, 130809.3280999996 5914492.486, 130788.2745000003 5914626.3889, 130787.5608000001 5914630.2421, 130780.0577999996 5914670.7514, 130779.6155000003 5914673.1393, 130685.8151000002 5914658.2386, 130673.2280999999 5914656.2391, 130525.4813000001 5914632.3547, 130231.5789999999 5914584.843, 130230.4738999996 5914584.6644, 130237.3729999997 5914534.1355, 130232.5851999996 5914530.5237);133344;
141408;141409;LINESTRING (130578.6588000003 5914551.4401, 130474.7342999997 5914533.5813);154014;
15738;141428;LINESTRING (130753.5036000004 5914312.7684, 130757.2676999997 5914313.4514, 130850.7734000003 5914333.2813);18100;
16616;14467;LINESTRING (130622.5959999999 5914798.7488, 130631.1694999998 5914743.9094);17923;
141402;141403;LINESTRING (130563.2495999997 5914497.2916, 130475.7702000001 5914481.9919);154010;
141405;141406;LINESTRING (130628.7993000001 5914566.915, 130623.7227999996 5914596.2569);154011;
141406;141407;LINESTRING (130623.7227999996 5914596.2569, 130656.3136 5914602.0441);154012;
141401;141402;LINESTRING (130603.8104999997 5914505.2743, 130563.2495999997 5914497.2916);154009;
14507;141425;LINESTRING (131406.8400999997 5914457.1021, 131377.6966000004 5914464.2224);154030;
14504;141426;LINESTRING (131280.8481999999 5914480.1098, 131245.8827 5914478.5558);154031;
141427;14535;LINESTRING (131136.8976999996 5914463.2016, 131047.8458000002 5914450.1725);154032;
141428;15718;LINESTRING (130850.7734000003 5914333.2813, 130852.1138000004 5914335.5668);154033;
141747;15452;LINESTRING (130670.4534 5914610.702, 130655.6303000003 5914605.3137);14707;
15452;15232;LINESTRING (130655.6303000003 5914605.3137, 130559.5580000002 5914589.4529);14994;
141407;15452;LINESTRING (130656.3136 5914602.0441, 130655.6303000003 5914605.3137);154013;
15451;141747;LINESTRING (130687.3492000001 5914613.1183, 130670.4534 5914610.702);154377;
15743;15742;LINESTRING (130900.8737000003 5914093.044, 130893.0394000001 5914131.2691);13743;
15738;15461;LINESTRING (130753.5036000004 5914312.7684, 130737.2675000001 5914389.5675);13745;
15737;15738;LINESTRING (130762.1427999996 5914269.6952, 130753.5036000004 5914312.7684);13746;
15741;15740;LINESTRING (130890.335 5914143.3398, 130878.3646999998 5914201.0377);13565;
15740;15719;LINESTRING (130878.3646999998 5914201.0377, 130867.9698999999 5914254.3243);13566;
15739;15719;LINESTRING (130768.1721999999 5914240.2381, 130772.9999000002 5914240.9195, 130867.9698999999 5914254.3243);13567;
15228;15715;LINESTRING (130636.0756000001 5914447.2239, 130644.6546 5914411.8788);15001;
15227;15469;LINESTRING (130574.4484999999 5914438.0983, 130583.0185000002 5914398.5735);15003;
14953;15740;LINESTRING (130778.0558000002 5914188.1132, 130781.7999999998 5914188.5956, 130878.3646999998 5914201.0377);14600;
15718;15717;LINESTRING (130852.1138000004 5914335.5668, 130835.7152000004 5914413.5051);14583;
15719;15718;LINESTRING (130867.9698999999 5914254.3243, 130852.1138000004 5914335.5668);14584;
15722;15451;LINESTRING (130789.4490999999 5914630.5648, 130787.5608000001 5914630.2421, 130692.7523999996 5914614.0416, 130687.3492000001 5914613.1183);14708;
15717;15716;LINESTRING (130835.7152000004 5914413.5051, 130827.1520999996 5914412.1623);14714;
14536;15717;LINESTRING (130939.4062000001 5914431.7101, 130835.7152000004 5914413.5051);14715;
15470;15469;LINESTRING (130491.1913000001 5914377.1058, 130583.0185000002 5914398.5735);14763;
15469;15715;LINESTRING (130583.0185000002 5914398.5735, 130644.6546 5914411.8788);14782;
15715;15714;LINESTRING (130644.6546 5914411.8788, 130727.5440999996 5914429.1127);14783;
14467;14468;LINESTRING (130631.1694999998 5914743.9094, 130539.1079000002 5914731.5422);16560;
141425;14504;LINESTRING (131377.6966000004 5914464.2224, 131280.8481999999 5914480.1098);16641;
