self;other;geometry;edge;edge_correction
13569;13568;LINESTRING (134971.0027999999 5912959.945, 134955.4027000004 5912994.0993);17811;
13568;13567;LINESTRING (134955.4027000004 5912994.0993, 134944.8470000001 5912992.9921);17812;
129190;129189;LINESTRING (134090.8194000004 5912848.43, 134076.0697999997 5912885.7729);141236;
129199;129198;LINESTRING (134089.1810999997 5912956.6069, 134100.6023000004 5912979.5106);141237;
129198;129197;LINESTRING (134100.6023000004 5912979.5106, 134082.7103000004 5912996.8402);141238;
129197;129196;LINESTRING (134082.7103000004 5912996.8402, 134072.8463000003 5912996.8455);141239;
129196;129195;LINESTRING (134072.8463000003 5912996.8455, 134053.9248000002 5912959.7296);141240;
129195;129194;LINESTRING (134053.9248000002 5912959.7296, 134053.1211000001 5912931.1284);141241;
129194;129189;LINESTRING (134053.1211000001 5912931.1284, 134076.0697999997 5912885.7729);141242;
13276;13279;LINESTRING (134349.6160000004 5912702.8407, 134289.2608000003 5912706.099);14386;
13273;13276;LINESTRING (134417.7651000004 5912707.6683, 134349.6160000004 5912702.8407);14387;
14252;14253;LINESTRING (134352.0369999995 5912697.0111, 134324.9458999997 5912609.9804);16231;
13375;13376;LINESTRING (134257.4853999997 5913048.7383, 134306.3278000001 5913027.4321);17203;
14298;14259;LINESTRING (134492.5570999999 5912711.0381, 134494.8200000003 5912685.6506);17781;
14299;14298;LINESTRING (134483.4334000004 5912763.868, 134492.5570999999 5912711.0381);17782;
14251;14252;LINESTRING (134429.0454000002 5912676.237, 134420.4126000004 5912678.5658, 134352.0369999995 5912697.0111);17796;
13279;13278;LINESTRING (134289.2608000003 5912706.099, 134289.4243000001 5912685.8324);18312;
13272;13273;LINESTRING (134414.7052999996 5912663.874, 134417.7651000004 5912707.6683);18313;
13274;14253;LINESTRING (134333.9921000004 5912649.9532, 134324.9458999997 5912609.9804);18449;
13271;13274;LINESTRING (134382.7348999996 5912635.3318, 134333.9921000004 5912649.9532);18451;
13269;13274;LINESTRING (134305.1211999999 5912652.2767, 134333.9921000004 5912649.9532);18452;
13275;13274;LINESTRING (134338.6754999999 5912667.9027, 134333.9921000004 5912649.9532);18454;
13277;13275;LINESTRING (134337.4610000001 5912689.6538, 134338.6754999999 5912667.9027);18455;
13278;13277;LINESTRING (134289.4243000001 5912685.8324, 134337.4610000001 5912689.6538);18456;
116686;116687;LINESTRING (134301.4770999998 5912819.6873, 134310.1358000003 5912821.6889);127175;
116679;13375;LINESTRING (134239.7241000002 5913028.8603, 134257.4853999997 5913048.7383);132087;
121501;121500;LINESTRING (134231.9577000001 5912818.3448, 134171.6754000001 5912892.7692);133142;
121500;121499;LINESTRING (134171.6754000001 5912892.7692, 134151.7729000002 5912928.0617);133143;
121499;121498;LINESTRING (134151.7729000002 5912928.0617, 134154.6447999999 5912931.5635);133144;
116669;14299;LINESTRING (134459.2982000001 5912811.6652, 134483.4334000004 5912763.868);127152;
121498;121497;LINESTRING (134154.6447999999 5912931.5635, 134202.5226999996 5912906.8605);133145;
116669;116670;LINESTRING (134459.2982000001 5912811.6652, 134400.9020999996 5912852.0983);127153;
116673;116672;LINESTRING (134348.4697000002 5912886.8381, 134343.7046999997 5912885.3328);127156;
121502;121503;LINESTRING (134237.5722000003 5912786.7754, 134246.8700000001 5912881.7866);133146;
121503;121497;LINESTRING (134246.8700000001 5912881.7866, 134202.5226999996 5912906.8605);133147;
121497;121496;LINESTRING (134202.5226999996 5912906.8605, 134234.1539000003 5912959.1136);133148;
116672;116674;LINESTRING (134343.7046999997 5912885.3328, 134281.2884 5912944.3773);127157;
121496;116680;LINESTRING (134234.1539000003 5912959.1136, 134203.1919 5912975.3657);133149;
116674;116675;LINESTRING (134281.2884 5912944.3773, 134208.2051999997 5912983.8656);127158;
121495;116680;LINESTRING (134172.5926999999 5912994.802, 134203.1919 5912975.3657);133150;
129173;129174;LINESTRING (134096.9086999996 5913057.5374, 134073.4100000001 5913064.3142);141220;
129174;129175;LINESTRING (134073.4100000001 5913064.3142, 134074.3013000004 5913068.6254);141221;
116680;116675;LINESTRING (134203.1919 5912975.3657, 134208.2051999997 5912983.8656);127159;
116678;116677;LINESTRING (134084.8943999996 5913070.1956, 134123.2324999999 5913052.4404);127160;
116677;116676;LINESTRING (134123.2324999999 5913052.4404, 134151.7597000003 5913019.5958);127161;
116676;116675;LINESTRING (134151.7597000003 5913019.5958, 134208.2051999997 5912983.8656);127162;
116675;116679;LINESTRING (134208.2051999997 5912983.8656, 134239.7241000002 5913028.8603);127163;
116689;116691;LINESTRING (134348.3509999998 5912765.8352, 134380.3320000004 5912766.8756);127167;
116692;116691;LINESTRING (134421.5575000001 5912774.6909, 134380.3320000004 5912766.8756);127168;
116691;116690;LINESTRING (134380.3320000004 5912766.8756, 134382.7703 5912776.4099);127169;
116689;116688;LINESTRING (134348.3509999998 5912765.8352, 134296.0958000002 5912776.907);127172;
116688;116686;LINESTRING (134296.0958000002 5912776.907, 134301.4770999998 5912819.6873);127173;
116685;116686;LINESTRING (134303.9243999999 5912848.3499, 134301.4770999998 5912819.6873);127174;
129175;129176;LINESTRING (134074.3013000004 5913068.6254, 134047.7736999998 5913069.7416);141222;
129176;129177;LINESTRING (134047.7736999998 5913069.7416, 134026.9731999999 5913057.2421);141223;
129177;129178;LINESTRING (134026.9731999999 5913057.2421, 134012.3114999998 5913030.3621);141224;
129178;129179;LINESTRING (134012.3114999998 5913030.3621, 133987.5495999996 5912978.0187);141225;
129193;129192;LINESTRING (134093.8318999996 5912903.3101, 134113.9128 5912864.2097);141233;
129192;129191;LINESTRING (134113.9128 5912864.2097, 134112.8250000002 5912855.3764);141234;
129191;129190;LINESTRING (134112.8250000002 5912855.3764, 134090.8194000004 5912848.43);141235;
14247;14246;LINESTRING (134160.6299000001 5912627.8321, 134117.6425000001 5912659.7561);17788;
14246;148169;LINESTRING (134117.6425000001 5912659.7561, 134099.8481999999 5912631.846);17789;
122669;14163;LINESTRING (134943.3792000003 5912697.6416, 134899.2039000001 5912740.5692);134594;
122670;122669;LINESTRING (134953.8179000001 5912707.581, 134943.3792000003 5912697.6416);134595;
122673;122670;LINESTRING (134967.8987999996 5912770.8532, 134953.8179000001 5912707.581);134596;
124852;124851;LINESTRING (134225.4912999999 5912718.4557, 134227.5944999997 5912734.8597);136748;
124851;124850;LINESTRING (134227.5944999997 5912734.8597, 134183.5707 5912773.2799);136749;
124850;124849;LINESTRING (134183.5707 5912773.2799, 134159.2046999997 5912810.1465);136750;
124849;124848;LINESTRING (134159.2046999997 5912810.1465, 134104.0064000003 5912786.5456);136751;
124848;124844;LINESTRING (134104.0064000003 5912786.5456, 134125.1359999999 5912749.8347);136752;
124847;124846;LINESTRING (134221.9790000003 5912688.6524, 134217.1342000002 5912676.1435);136753;
124846;124845;LINESTRING (134217.1342000002 5912676.1435, 134182.2496999996 5912691.3377);136754;
124845;124844;LINESTRING (134182.2496999996 5912691.3377, 134125.1359999999 5912749.8347);136755;
124844;124838;LINESTRING (134125.1359999999 5912749.8347, 134076.5521 5912702.3877);136757;
124833;124835;LINESTRING (134034.8240999999 5912795.3259, 134044.7412999999 5912763.9917);136758;
124835;124836;LINESTRING (134044.7412999999 5912763.9917, 134068.6725000003 5912717.8216);136760;
124834;124837;LINESTRING (134041.3821 5912762.9091, 134068.8212000001 5912714.2682);136761;
124836;124837;LINESTRING (134068.6725000003 5912717.8216, 134068.8212000001 5912714.2682);136763;
124837;124838;LINESTRING (134068.8212000001 5912714.2682, 134076.5521 5912702.3877);136764;
124840;14246;LINESTRING (134134.8523000004 5912648.4276, 134117.6425000001 5912659.7561);136768;
124838;124839;LINESTRING (134076.5521 5912702.3877, 134097.4620000003 5912679.1019);136769;
124839;14246;LINESTRING (134097.4620000003 5912679.1019, 134117.6425000001 5912659.7561);136770;
1003033;129324;LINESTRING (134705.5789999999 5912397.6066, 134713.5230999999 5912406.5217, 134719.1722999997 5912415.9664, 134722.7912999997 5912425.7643, 134726.2337999996 5912435.0325, 134731.0003000004 5912444.3007, 134737.9735000003 5912454.1867, 134746.4473000001 5912462.7488, 134755.6272999998 5912469.722, 134765.7780999998 5912474.4885, 134779.1067000004 5912479.0785, 134802.4978999998 5912486.493, 134823.6823000005 5912492.7601, 134830.5673000002 5912494.9668, 134860.9316999996 5912494.2607, 134862.7852999996 5912525.1547, 134864.2858999996 5912547.2218, 134874.4368000003 5912575.8209, 134885.6984000001 5912606.747, 134897.6244000001 5912637.5037, 134907.6673999997 5912659.682, 134917.5119000003 5912670.0035, 134930.8404000001 5912682.1845, 134951.4069999997 5912704.5165, 134956.7324999999 5912718.5904, 134958.7725 5912737.7349, 134963.3233000003 5912756.2517, 134972.2677999996 5912773.9839, 134989.0585000003 5912791.5591, 135010.5568000004 5912804.8975, 135033.2417000001 5912815.3245);161321;
14989;14995;LINESTRING (130572.676 5916230.5915, 130569.8221000005 5916269.2124);14128;
14995;14994;LINESTRING (130569.8221000005 5916269.2124, 130454.6282000002 5916259.5411);14129;
14991;14994;LINESTRING (130457.0817999998 5916220.8409, 130454.6282000002 5916259.5411);14130;
14985;14991;LINESTRING (130461.1128000002 5916181.6936, 130457.0817999998 5916220.8409);14131;
14987;14985;LINESTRING (130463.4441999998 5916139.3187, 130461.1128000002 5916181.6936);14132;
16500;14987;LINESTRING (130578.2669000002 5916146.0417, 130463.4441999998 5916139.3187);14133;
14142;14144;LINESTRING (131520.3618999999 5916619.0778, 131508.7017999999 5916631.5703);14961;
14140;14142;LINESTRING (131580.7790000001 5916592.0283, 131520.3618999999 5916619.0778);14962;
14139;14624;LINESTRING (131579.3815000001 5916559.8628, 131505.6727999998 5916592.3044);14963;
14624;14625;LINESTRING (131505.6727999998 5916592.3044, 131452.6753000002 5916647.2976);14964;
14623;14133;LINESTRING (131426.7899000002 5916676.6561, 131448.3958000001 5916643.5106);14967;
14133;14134;LINESTRING (131448.3958000001 5916643.5106, 131495.3619999997 5916571.0031);14968;
14134;14135;LINESTRING (131495.3619999997 5916571.0031, 131503.4038000004 5916562.998, 131542.8914999999 5916523.6907, 131560.9944000002 5916505.6705);15298;
14478;14630;LINESTRING (131498.1886999998 5916691.9659, 131469.5290000001 5916712.7948);15501;
14629;14628;LINESTRING (131441.3163999999 5916724.1676, 131419.6173 5916725.3501, 131416.1814000001 5916725.5374);15502;
14487;14488;LINESTRING (131405.1962000001 5916776.3735, 131408.3536999999 5916761.6632);15503;
15750;15757;LINESTRING (130699.7226 5916234.9041, 130699.0355000002 5916195.6362);14512;
15755;15750;LINESTRING (130757.8206000002 5916234.9877, 130699.7226 5916234.9041);14515;
15756;15757;LINESTRING (130754.6634999998 5916196.3309, 130699.0355000002 5916195.6362);14516;
14993;14994;LINESTRING (130403.2456 5916255.4641, 130454.6282000002 5916259.5411);14523;
14992;14991;LINESTRING (130405.8783 5916216.2811, 130457.0817999998 5916220.8409);14524;
14986;14985;LINESTRING (130405.3772999998 5916176.7571, 130461.1128000002 5916181.6936);14525;
16501;14985;LINESTRING (130574.6259000003 5916190.4565, 130461.1128000002 5916181.6936);14526;
14990;14991;LINESTRING (130550.6876999997 5916227.8053, 130457.0817999998 5916220.8409);14527;
16500;16501;LINESTRING (130578.2669000002 5916146.0417, 130574.6259000003 5916190.4565);14528;
16501;14989;LINESTRING (130574.6259000003 5916190.4565, 130572.676 5916230.5915);14631;
14489;14488;LINESTRING (131392.3271000003 5916751.5348, 131408.3536999999 5916761.6632);16632;
14630;14629;LINESTRING (131469.5290000001 5916712.7948, 131441.3163999999 5916724.1676);16633;
14144;14141;LINESTRING (131508.7017999999 5916631.5703, 131455.1907000002 5916686.967);16634;
13199;13200;LINESTRING (131542.3839999996 5916423.67, 131502.0960999997 5916435.8028);17309;
13201;13198;LINESTRING (131566.2156999996 5916497.7821, 131602.6710000001 5916459.7579);17310;
13197;13198;LINESTRING (131568.4464999996 5916462.6453, 131591.5305000003 5916459.6011, 131602.6710000001 5916459.7579);17311;
13196;13197;LINESTRING (131558.2325999998 5916423.4733, 131568.4464999996 5916462.6453);17312;
12998;12997;LINESTRING (131611.6645999998 5916603.6846, 131599.7631000001 5916584.9929);18401;
12997;14140;LINESTRING (131599.7631000001 5916584.9929, 131580.7790000001 5916592.0283);18402;
16619;13490;LINESTRING (132360.2445 5915883.4318, 132369.8559999997 5915830.2078);18403;
16620;16619;LINESTRING (132319.6972000003 5915879.1061, 132360.2445 5915883.4318);18404;
16618;16619;LINESTRING (132422.3561000004 5915894.7933, 132360.2445 5915883.4318);18405;
14135;14136;LINESTRING (131560.9944000002 5916505.6705, 131566.9705999997 5916499.5764, 131604.2401999999 5916461.5716);15760;
15884;15885;LINESTRING (132320.6300999997 5915822.4416, 132271.6114999996 5915814.9253);15569;
13474;15316;LINESTRING (132153.9877000004 5916005.0437, 132165.8213 5915952.1756);15593;
15318;15319;LINESTRING (132270.8503999999 5915924.4368, 132175.4480999997 5915904.2154);15594;
15317;15316;LINESTRING (132218.8525999999 5915962.7898, 132165.8213 5915952.1756);15595;
15677;13478;LINESTRING (132391.5478999997 5915922.4913, 132348.6041999999 5915940.6266);15596;
14946;13478;LINESTRING (132396.1529000001 5916049.2185, 132348.6041999999 5915940.6266);15599;
14947;13477;LINESTRING (132351.1463000001 5916069.4805, 132303.0005999999 5915959.8853);15600;
14948;13476;LINESTRING (132303.7534999996 5916087.9903, 132256.4057999998 5915979.5626);15601;
14949;13475;LINESTRING (132259.1731000002 5916106.9479, 132210.8066999996 5915998.8193);15602;
14549;16147;LINESTRING (132261.1542999996 5916114.8518, 132192.1655999999 5916143.9186);16623;
14988;14987;LINESTRING (130405.8254000004 5916133.8945, 130463.4441999998 5916139.3187);15924;
14483;14484;LINESTRING (131563.0640000002 5916751.7448, 131497.8233000003 5916765.7769);15925;
14479;14480;LINESTRING (131635.6621000003 5916680.2098, 131608.7247000001 5916692.11);15926;
14480;14481;LINESTRING (131608.7247000001 5916692.11, 131547.0937000001 5916719.704);15927;
14481;14485;LINESTRING (131547.0937000001 5916719.704, 131488.5246000001 5916743.9483);15928;
13551;13550;LINESTRING (131379.9863 5916517.7004, 131424.2603000002 5916561.9325);16986;
13200;13201;LINESTRING (131502.0960999997 5916435.8028, 131553.5888999999 5916485.5768, 131566.2156999996 5916497.7821);17174;
13198;14136;LINESTRING (131602.6710000001 5916459.7579, 131604.2401999999 5916461.5716);17115;
13195;14136;LINESTRING (131622.4024 5916562.1049, 131604.2401999999 5916461.5716);17116;
13194;14136;LINESTRING (131593.4209000003 5916407.4182, 131602.5444999998 5916453.0841, 131604.2401999999 5916461.5716);17117;
13193;13194;LINESTRING (131576.0422999999 5916412.1979, 131593.4209000003 5916407.4182);17118;
13192;13201;LINESTRING (131589.5157000003 5916553.1597, 131566.9705999997 5916499.5764, 131566.2156999996 5916497.7821);17119;
13191;13551;LINESTRING (131365.6913000001 5916528.8941, 131379.9863 5916517.7004);17120;
13190;13204;LINESTRING (131538.6375000002 5916532.7363, 131542.8914999999 5916523.6907, 131544.6035000002 5916520.0504);17121;
13189;13190;LINESTRING (131550.233 5916564.746, 131538.6375000002 5916532.7363);17122;
13188;13562;LINESTRING (131292.0213000001 5916590.071, 131273.2325999998 5916606.6134);17123;
14950;14951;LINESTRING (132214.3679 5916125.4736, 132167.2604 5916017.2092);15603;
14149;14630;LINESTRING (131474.2724000001 5916724.0856, 131469.5290000001 5916712.7948);15664;
14148;14478;LINESTRING (131506.0811999999 5916710.7672, 131498.1886999998 5916691.9659);15665;
15200;14995;LINESTRING (130646.7397999996 5916274.3329, 130569.8221000005 5916269.2124);15413;
15201;14989;LINESTRING (130658.9815999996 5916235.3679, 130572.676 5916230.5915);15414;
13562;13563;LINESTRING (131273.2325999998 5916606.6134, 131288.7155999998 5916674.9753);16900;
13563;13561;LINESTRING (131288.7155999998 5916674.9753, 131328.6818000004 5916665.5848);16901;
13560;13561;LINESTRING (131308.9963999996 5916578.6675, 131328.6818000004 5916665.5848);16902;
13561;13559;LINESTRING (131328.6818000004 5916665.5848, 131365.6612 5916656.6193);16903;
13558;13559;LINESTRING (131345.9758000001 5916569.702, 131365.6612 5916656.6193);16904;
13559;13557;LINESTRING (131365.6612 5916656.6193, 131396.8548999997 5916649.2925);16905;
13556;13557;LINESTRING (131387.1678999998 5916605.2861, 131396.8548999997 5916649.2925);16906;
13557;13555;LINESTRING (131396.8548999997 5916649.2925, 131437.8499999996 5916639.906);16907;
14482;14483;LINESTRING (131557.8388999999 5916739.7128, 131563.0640000002 5916751.7448);15666;
14147;14483;LINESTRING (131616.7432000004 5916740.0998, 131563.0640000002 5916751.7448);15667;
14146;14480;LINESTRING (131616.9622999998 5916721.119, 131608.7247000001 5916692.11);15668;
14145;14479;LINESTRING (131643.7525000004 5916713.5339, 131635.6621000003 5916680.2098);15669;
14481;14144;LINESTRING (131547.0937000001 5916719.704, 131508.7017999999 5916631.5703);15670;
13490;15884;LINESTRING (132369.8559999997 5915830.2078, 132320.6300999997 5915822.4416);16397;
13489;13490;LINESTRING (132419.3333000001 5915837.9049, 132369.8559999997 5915830.2078);16398;
15328;15331;LINESTRING (131911.2691000002 5916269.7637, 131766.4948000005 5916332.9332);16414;
14932;14931;LINESTRING (132371.2994999997 5916153.8462, 132356.7461000001 5916160.1275);16422;
14484;14485;LINESTRING (131497.8233000003 5916765.7769, 131488.5246000001 5916743.9483);16296;
14485;14486;LINESTRING (131488.5246000001 5916743.9483, 131450.2366000004 5916759.5083);16297;
14486;14488;LINESTRING (131450.2366000004 5916759.5083, 131411.3176999995 5916761.5107, 131408.3536999999 5916761.6632);16298;
14628;14627;LINESTRING (131416.1814000001 5916725.5374, 131420.8558999998 5916704.25);16039;
15202;16501;LINESTRING (130670.1287000002 5916196.5519, 130574.6259000003 5916190.4565);15415;
14494;14490;LINESTRING (131211.6710999999 5916724.3437, 131296.3183000004 5916704.4275);16028;
14495;14491;LINESTRING (131217.8309000004 5916751.7027, 131295.6485000001 5916733.6081);16029;
14491;14627;LINESTRING (131295.6485000001 5916733.6081, 131420.8558999998 5916704.25);16030;
14490;14623;LINESTRING (131296.3183000004 5916704.4275, 131426.7899000002 5916676.6561);16031;
14493;14487;LINESTRING (131312.7002999997 5916797.9705, 131405.1962000001 5916776.3735);16032;
14496;14492;LINESTRING (131227.7390999999 5916790.6843, 131305.8004999999 5916772.5066);16033;
14492;14489;LINESTRING (131305.8004999999 5916772.5066, 131392.3271000003 5916751.5348);16034;
14626;14623;LINESTRING (131423.2603000002 5916693.6221, 131426.7899000002 5916676.6561);16035;
14627;14626;LINESTRING (131420.8558999998 5916704.25, 131423.2603000002 5916693.6221);16036;
14141;14626;LINESTRING (131455.1907000002 5916686.967, 131427.0823999997 5916692.8255, 131423.2603000002 5916693.6221);16037;
14488;14628;LINESTRING (131408.3536999999 5916761.6632, 131416.1814000001 5916725.5374);16038;
14625;14133;LINESTRING (131452.6753000002 5916647.2976, 131451.4360999996 5916646.201, 131448.3958000001 5916643.5106);15763;
13554;13555;LINESTRING (131442.5119000003 5916634.6717, 131437.8499999996 5916639.906);16908;
13553;13554;LINESTRING (131357.5286999997 5916549.7233, 131442.5119000003 5916634.6717);16909;
13555;14133;LINESTRING (131437.8499999996 5916639.906, 131448.3958000001 5916643.5106);16910;
13552;13554;LINESTRING (131468.5223000003 5916606.1765, 131442.5119000003 5916634.6717);16911;
13550;13552;LINESTRING (131424.2603000002 5916561.9325, 131468.5223000003 5916606.1765);17140;
13549;13552;LINESTRING (131488.7822000002 5916577.4425, 131468.5223000003 5916606.1765);17141;
13548;13549;LINESTRING (131403.8346999995 5916493.8801, 131488.7822000002 5916577.4425);17142;
13547;13548;LINESTRING (131390.8789999997 5916506.4105, 131403.8346999995 5916493.8801);17143;
13205;13206;LINESTRING (131438.0670999996 5916468.6256, 131515.3184000002 5916544.6172, 131518.0175999999 5916547.2724);17144;
13206;13204;LINESTRING (131518.0175999999 5916547.2724, 131544.6035000002 5916520.0504);17145;
13203;13204;LINESTRING (131465.5554 5916442.2671, 131536.4460000005 5916512.0234, 131544.6035000002 5916520.0504);17146;
13202;13203;LINESTRING (131447.1502999999 5916457.7198, 131465.5554 5916442.2671);17147;
13204;13201;LINESTRING (131544.6035000002 5916520.0504, 131566.2156999996 5916497.7821);17148;
14150;14493;LINESTRING (131233.8447000002 5916816.3197, 131312.7002999997 5916797.9705);16943;
13475;14951;LINESTRING (132210.8066999996 5915998.8193, 132167.2604 5916017.2092);16619;
13476;13475;LINESTRING (132256.4057999998 5915979.5626, 132210.8066999996 5915998.8193);16620;
13477;13476;LINESTRING (132303.0005999999 5915959.8853, 132256.4057999998 5915979.5626);16621;
13478;13477;LINESTRING (132348.6041999999 5915940.6266, 132303.0005999999 5915959.8853);16622;
14951;13474;LINESTRING (132167.2604 5916017.2092, 132153.9877000004 5916005.0437);16625;
16047;13490;LINESTRING (132387.5905999998 5915718.0988, 132369.8559999997 5915830.2078);16094;
16049;15885;LINESTRING (132291.1056000004 5915693.8866, 132271.6114999996 5915814.9253);16095;
16048;15907;LINESTRING (132338.8174000001 5915712.2427, 132358.9594000001 5915586.7346, 132355.8832999999 5915581.1071);15942;
15190;16503;LINESTRING (130505.2631999999 5916719.6286, 130507.2344000004 5916738.2972);17087;
16132;16131;LINESTRING (131429.7735000001 5916681.1004, 131451.4360999996 5916646.201, 131495.8038999997 5916574.7225);17090;
16130;16129;LINESTRING (131557.2960999999 5916479.8577, 131591.5305000003 5916459.6011, 131602.5444999998 5916453.0841, 131624.0990000004 5916440.3303);13909;
16131;16130;LINESTRING (131495.8038999997 5916574.7225, 131503.4038000004 5916562.998, 131515.3184000002 5916544.6172, 131536.4460000005 5916512.0234, 131553.5888999999 5916485.5768, 131557.2960999999 5916479.8577);14965;
14068;14453;LINESTRING (131757.1864 5916340.614, 131663.1936999997 5916380.7939);16508;
14453;14452;LINESTRING (131663.1936999997 5916380.7939, 131677.0787000004 5916416.0344);16514;
16625;1003167;LINESTRING (132230.1986999996 5915575.3719, 132043.7785 5915464.9644);156581;Terminal
16499;16500;LINESTRING (130698.4447999997 5916155.0025, 130578.2669000002 5916146.0417);15416;
15907;15908;LINESTRING (132355.8832999999 5915581.1071, 132305.7122 5915573.5787);14847;
15906;15907;LINESTRING (132404.5954 5915589.5563, 132355.8832999999 5915581.1071);14848;
14138;16129;LINESTRING (131647.3909999998 5916500.5998, 131624.0990000004 5916440.3303);14966;
16127;16125;LINESTRING (131749.7240000004 5916441.5898, 131797.6244999999 5916420.7106);14992;
14922;14555;LINESTRING (132266.6244999999 5916573.9286, 132316.2175000003 5916553.225);15498;
14924;14552;LINESTRING (132145.3345999997 5916625.8475, 132205.3337000003 5916600.7285);15499;
15217;15219;LINESTRING (131734.7096999995 5916624.5933, 131698.7500999998 5916617.6992);15099;
15216;15217;LINESTRING (131768.6557 5916631.6566, 131734.7096999995 5916624.5933);15100;
16278;14215;LINESTRING (131992.5857999995 5916634.3014, 131995.841 5916644.2342);14825;
13675;13676;LINESTRING (132305.8492999999 5916081.0124, 132195.4949000003 5916129.7818);17251;
13674;13675;LINESTRING (132422.6103999997 5916031.2135, 132305.8492999999 5916081.0124);17252;
15320;15886;LINESTRING (132187.0486000003 5915856.5885, 132198.3198999995 5915803.6088);14839;
1003182;1003184;LINESTRING (131479.4293999998 5916413.7242, 131468.25 5916405.2512, 131456.4693999998 5916408.617, 131463.6868000003 5916434.5823, 131454.2111 5916437.4918, 131397.8998999996 5916484.3569, 131362.7669000002 5916514.2277, 131310.7640000004 5916557.4086, 131259.5350000001 5916600.2801, 131206.6035000002 5916563.7542, 131172.3991999999 5916533.574, 131144.0762 5916495.0361, 131116.5269999998 5916454.641, 131067.2067999998 5916456.8852, 131043.3076999998 5916429.5488, 130993.5103000002 5916367.0989, 130972.9000000004 5916342.9397, 130952.2638999997 5916322.3036, 130854.6321 5916261.1467, 130823.3430000003 5916243.6248, 130815.3641999997 5916251.6035, 130800.9711999996 5916281.1718, 130790.1370000001 5916281.3007);15464;
1003185;16132;LINESTRING (131394.1655999999 5916836.2411, 131411.3176999995 5916761.5107, 131419.6173 5916725.3501, 131427.0823999997 5916692.8255, 131429.7735000001 5916681.1004);15663;
15886;16005;LINESTRING (132198.3198999995 5915803.6088, 132224.318 5915685.68);16096;
15215;15216;LINESTRING (131802.2527000001 5916638.6458, 131768.6557 5916631.6566);15101;
15214;15215;LINESTRING (131835.7312000003 5916645.7777, 131802.2527000001 5916638.6458);15102;
15213;15214;LINESTRING (131869.5280999998 5916652.8331, 131835.7312000003 5916645.7777);15103;
13686;13923;LINESTRING (131671.0495999996 5916417.1499, 131656.5948000001 5916383.9244);14159;
13685;13686;LINESTRING (131629.3143999996 5916434.2845, 131671.0495999996 5916417.1499);14160;
16117;16116;LINESTRING (131683.9347999999 5916346.7755, 131647.7752999999 5916363.22);13908;
15322;16625;LINESTRING (132232.3964999998 5915583.4387, 132230.1986999996 5915575.3719);18305;
1003195;1003197;LINESTRING (132207.8778999997 5915578.2313, 132206.9842999997 5915581.8471);18306;
16625;1003195;LINESTRING (132230.1986999996 5915575.3719, 132207.8778999997 5915578.2313);15944;
15315;16625;LINESTRING (132235.6644000001 5915561.4852, 132230.1986999996 5915575.3719);16357;
15885;15886;LINESTRING (132271.6114999996 5915814.9253, 132198.3198999995 5915803.6088);16358;
15323;15322;LINESTRING (132204.7029999997 5915712.6267, 132232.3964999998 5915583.4387);16603;
14054;15323;LINESTRING (132186.1113 5915799.732, 132204.7029999997 5915712.6267);16604;
14054;15886;LINESTRING (132186.1113 5915799.732, 132198.3198999995 5915803.6088);16881;
1003184;1003204;LINESTRING (130790.1370000001 5916281.3007, 130783.4819999998 5916175.3452, 130791.7045 5916154.3002);18207;
16503;1003206;LINESTRING (130507.2344000004 5916738.2972, 130503.8995000003 5916760.1186);17089;Terminal/componente desconectado
1003197;13678;LINESTRING (132206.9842999997 5915581.8471, 132233.0998 5915585.0667, 132129.0349000003 5916075.5824, 132088.8535000002 5916172.8564);17093;
1003209;1003184;LINESTRING (130342.5849000001 5916606.5855, 130342.7426000005 5916614.4672, 130363.8639000002 5916613.6517, 130361.7155999998 5916567.7728, 130485.3507000003 5916549.2458, 130478.4293999998 5916482.1533, 130482.5642999997 5916477.4671, 130641.3912000004 5916486.0415, 130716.2604999999 5916472.7212, 130755.5324999997 5916457.3339, 130788.6036 5916421.5069, 130793.4265000001 5916394.1773, 130795.4934 5916360.1875, 130790.1370000001 5916281.3007);17718;
16139;16127;LINESTRING (131781.6436000001 5916515.3328, 131749.7240000004 5916441.5898);13910;
14921;16146;LINESTRING (131999.2988 5916420.6416, 131967.7276999997 5916346.8112);14880;
14910;14909;LINESTRING (132168.9743999997 5916347.5595, 132190.9358999999 5916397.6853);14881;
14934;14933;LINESTRING (132410.9535999997 5916100.9955, 132335.5477999998 5916132.3386);14882;
15330;14930;LINESTRING (131949.7474999996 5916295.4828, 131947.0981999999 5916299.8311);14942;
124711;124714;LINESTRING (130578.0197000001 5915632.076, 130521.8296999997 5915625.5656);136624;
124714;124712;LINESTRING (130521.8296999997 5915625.5656, 130530.3048 5915552.4194);136625;
124717;124718;LINESTRING (130404.6381000001 5915611.9872, 130448.6243000003 5915617.0836);136630;
124718;124715;LINESTRING (130448.6243000003 5915617.0836, 130484.4812000003 5915621.2382);136631;
124715;124714;LINESTRING (130484.4812000003 5915621.2382, 130521.8296999997 5915625.5656);136632;
124715;124716;LINESTRING (130484.4812000003 5915621.2382, 130497.4861000003 5915508.9949);136633;
124718;124720;LINESTRING (130448.6243000003 5915617.0836, 130461.6058999998 5915504.8358);136634;
124642;124633;LINESTRING (130634.9800000004 5915838.8637, 130733.8863000004 5915850.5992);136543;
124635;124633;LINESTRING (130727.8135000002 5915901.7803, 130733.8863000004 5915850.5992);136545;
